 ,Label,Cell_ID,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,Pole_RadiusDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,Pole_RadiusBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Strain,Growth
1,mNG_PilG_fliC-_sol_Microchannel_BR1_0_event1_tirf_RAW_Stack.tif,1,1,656,91.09451,59758.0,43,279,38.93251,234.0,215.0,12.64911,137,101.39416,13891.0,42,198,43.34766,1,0,199.0,230.0,12.64911,137,119.21168,16332.0,38,279,59.325919999999996,4,0,1.42664,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_0_event2_tirf_RAW_Stack.tif,1,1,821,95.03045,78020.0,39,217,29.510070000000002,214.91435,229.3097,15.037339999999999,208,82.97596,17259.0,33,140,31.282329999999998,0,0,241.97027000000003,198.58858,15.037339999999999,208,96.26442,20023.0,37,217,41.81998,1,0,0.89097,mNG_PilG_fliC-,Solid
2,mNG_PilG_fliC-_sol_Microchannel_BR1_0_event2_tirf_RAW_Stack.tif,2,1,1026,76.90253,78902.0,39,162,21.49183,270.0,317.0,13.170829999999999,156,82.51923000000001,12873.0,41,148,26.03235,1,0,287.0,378.0,13.170829999999999,156,87.26923000000001,13614.0,42,162,32.07116,2,0,1.1564299999999998,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event10_tirf_RAW_Stack.tif,1,1,675,156.84444,105870.0,57,409,56.397569999999995,363.29245,183.36275,13.82974,156,157.16026000000002,24517.0,50,313,63.18141,4,0,349.56812,216.5797,13.82974,156,170.05128,26528.0,64,409,77.87714,1,0,1.08324,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event11_tirf_RAW_Stack.tif,1,1,602,82.95846999999999,49941.0,43,169,22.25439,328.0,296.0,8.59897,69,84.37680999999999,5822.0,57,106,14.11726,0,0,296.0,296.0,8.59897,69,114.62319,7909.0,65,169,27.43393,1,0,1.27501,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event12_tirf_RAW_Stack.tif,1,1,972,107.06379,104066.0,47,257,34.9777,232.00564,273.20949,14.851920000000002,177,98.88701,17503.0,36,180,38.62331,0,0,251.52286,224.00062000000003,14.851920000000002,177,128.09605,22673.0,53,257,50.6939,3,0,1.09779,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event13_tirf_RAW_Stack.tif,1,1,774,75.69896999999999,58591.0,37,182,22.76674,88.0,219.0,13.0192,156,72.89103,11371.0,40,97,13.870170000000002,0,0,87.0,262.0,13.0192,156,90.19230999999999,14070.0,31,182,38.4322,3,0,1.13642,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event14_tirf_RAW_Stack.tif,1,1,1038,90.24566,93675.0,39,298,36.53857,364.13559,382.15626000000003,14.01184,177,85.61582,15154.0,30,175,39.5447,1,0,330.0,333.0,14.01184,177,123.23163999999998,21812.0,47,298,60.30206,4,0,1.2595100000000001,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event15_tirf_RAW_Stack.tif,1,1,1001,109.64236000000001,109752.0,47,466,54.53734,289.0,213.0,12.467239999999999,137,130.39416,17864.0,44,263,55.71188000000001,3,0,259.07529,266.57777000000004,12.467239999999999,137,175.16058,23997.0,48,466,105.39171999999999,3,0,1.63599,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event16_tirf_RAW_Stack.tif,1,1,925,79.68973000000001,73713.0,21,215,35.60637,365.01797999999997,128.43867,14.933029999999999,177,86.06215,15233.0,12,215,56.39765,2,0,334.0,90.0,14.933029999999999,177,97.0791,17183.0,31,191,41.519909999999996,6,0,1.2661200000000001,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event17_tirf_RAW_Stack.tif,1,1,962,87.84407,84506.0,44,178,23.33016,327.0,314.0,13.95094,156,84.01281999999999,13106.0,37,148,30.882920000000002,2,0,342.0,256.0,13.95094,156,92.1859,14381.0,38,178,33.79383,2,0,1.00431,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event18_tirf_RAW_Stack.tif,1,1,716,101.33659,72557.0,47,252,31.34335,228.08699,219.41525,8.76697,69,99.50725,6866.0,50,134,25.94316,0,0,265.0,206.0,8.76697,69,143.81159,9923.0,69,252,51.77845,2,0,1.26092,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event19_tirf_RAW_Stack.tif,1,1,803,92.52802,74300.0,41,298,37.387370000000004,239.03736,213.32532,13.65443,156,78.12179,12187.0,33,119,22.17739,2,0,200.38197,231.57485,13.65443,156,125.57692,19590.0,46,298,64.00484,4,0,1.17602,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event2_tirf_RAW_Stack.tif,1,1,766,117.45561000000001,89971.0,53,241,36.01793,272.69729,287.45519,14.92864,177,120.28249,21290.0,46,241,51.2926,0,0,235.0,278.0,14.92864,177,120.50846999999999,21330.0,56,178,33.194520000000004,2,0,1.04756,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event20_tirf_RAW_Stack.tif,1,1,939,137.94888,129534.0,48,612,84.72431999999999,406.8409,245.44409,13.252629999999998,156,133.87821,20885.0,58,281,57.52243000000001,5,0,358.0,264.0,13.252629999999998,156,259.39103,40465.0,81,612,139.70201,6,0,1.8081900000000002,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event21_tirf_RAW_Stack.tif,1,1,824,111.44417,91830.0,52,201,30.881840000000004,357.42496,249.68656000000001,13.94033,156,102.27564,15955.0,38,189,37.330709999999996,1,0,315.0,237.0,13.94033,156,121.04486999999999,18883.0,56,201,38.312529999999995,3,0,1.00312,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event22_tirf_RAW_Stack.tif,1,1,974,84.97844,82769.0,28,317,44.536190000000005,228.0,300.0,14.01184,177,84.53107,14962.0,14,223,52.50909,3,0,193.0,260.0,14.01184,177,116.57061999999999,20633.0,34,317,71.64041,0,0,1.32152,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event23_tirf_RAW_Stack.tif,1,1,1167,86.88946,101400.0,42,205,26.20042,128.5865,253.98597999999998,14.38241,177,90.93785,16096.0,43,181,35.62672,2,0,146.10088000000002,183.93591,14.38241,177,95.15254,16842.0,37,205,40.94473,3,0,1.10493,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event27_tirf_RAW_Stack.tif,1,1,906,88.50773000000001,80188.0,47,312,36.36589,266.60143999999997,348.46521,12.98986,137,71.40146,9782.0,46,102,15.77529,2,0,240.0,303.0,12.98986,137,141.83212,19431.0,61,312,61.58323000000001,3,0,1.32186,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event28_tirf_RAW_Stack.tif,1,1,783,67.6986,53008.0,38,160,19.59693,220.19572000000002,395.95065,13.508939999999999,156,56.96795,8887.0,30,84,15.405660000000001,0,0,241.0,435.0,13.508939999999999,156,83.20513000000001,12980.0,39,160,32.41042,3,0,1.0600399999999999,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event29_tirf_RAW_Stack.tif,1,1,1062,66.40019000000001,70517.0,23,174,24.59119,175.43795,211.34365,13.892439999999999,156,67.42308,10518.0,21,174,36.798320000000004,5,0,216.0,260.0,13.892439999999999,156,67.78846,10575.0,18,139,35.756890000000006,2,0,1.0259,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event30_tirf_RAW_Stack.tif,1,1,932,92.12876,85864.0,37,197,30.520870000000002,270.93126,198.6484,15.28885,208,83.89904,17451.0,34,162,34.35471,2,0,234.01504,227.28232000000003,15.28885,208,88.96635,18505.0,19,197,41.66735,1,0,0.8936299999999999,mNG_PilG_fliC-,Solid
2,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event30_tirf_RAW_Stack.tif,2,1,1420,132.0331,187487.0,49,476,60.38535,289.36996,368.66092000000003,13.72604,156,123.85256000000001,19321.0,30,290,58.0499,6,0,257.0,288.0,13.72604,156,193.84615,30240.0,48,476,106.49446999999999,3,0,1.2760799999999999,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event4_tirf_RAW_Stack.tif,1,1,842,93.03325,78334.0,45,198,25.65399,211.06657,188.7287,14.59194,177,83.0,14691.0,42,127,26.8671,0,0,165.0,176.0,14.59194,177,94.40678,16710.0,37,198,38.1859,2,0,0.92232,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event5_tirf_RAW_Stack.tif,1,1,1371,116.92778999999999,160308.0,52,396,46.634609999999995,261.34648,287.2101,14.579970000000001,177,137.72881,24378.0,46,337,73.6915,4,0,233.0,213.0,14.579970000000001,177,149.72316,26501.0,61,396,74.4123,5,0,1.33575,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event6_tirf_RAW_Stack.tif,1,1,2428,122.29283000000001,296927.0,38,332,44.24688,293.0,181.0,14.433029999999999,177,155.90395,27595.0,59,293,57.09867,3,0,293.0,181.0,14.433029999999999,177,155.90395,27595.0,59,293,57.09867,4,0,1.33759,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event7_tirf_RAW_Stack.tif,1,1,827,106.38452,87980.0,51,211,28.96507,304.5295,156.04092,14.92353,177,99.36158,17587.0,35,163,30.404359999999997,3,0,288.95554,196.14852,14.92353,177,109.0452,19301.0,45,211,40.990829999999995,4,0,0.9647,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR1_1_event9_tirf_RAW_Stack.tif,1,1,844,88.44668,74649.0,44,246,34.980259999999994,173.0,220.0,12.73378,137,101.06569,13846.0,37,246,55.52228,2,0,124.0,204.0,12.73378,137,118.06568999999999,16175.0,50,243,47.190509999999996,1,0,1.3994,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event10_tirf_RAW_Stack.tif,1,2,872,102.06193,88998.0,42,371,47.642309999999995,202.0,233.0,9.94937,80,130.775,10462.0,70,213,36.08709,2,0,142.0,249.0,9.94937,80,210.475,16838.0,78,371,76.4742,4,0,1.9690299999999998,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event11_tirf_RAW_Stack.tif,1,2,850,110.03058999999999,93526.0,63,466,53.8481,303.38476,240.30991,9.829930000000001,80,128.3,10264.0,66,215,39.77004,1,0,239.52067999999997,214.92882000000003,9.829930000000001,80,154.725,12378.0,62,461,106.48551,3,0,1.37751,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event12_tirf_RAW_Stack.tif,1,2,789,192.28264,151711.0,95,277,46.55276,250.7977,265.34216000000004,13.65891,156,171.30768999999998,26724.0,71,260,55.09495,0,0,299.2267,266.12602999999996,13.65891,156,185.33333000000002,28912.0,71,274,63.90197,0,0,0.88534,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event13_tirf_RAW_Stack.tif,1,2,689,124.67488999999999,85901.0,53,553,89.03765,237.62807,263.4809,12.78011,137,75.48905,10342.0,41,100,16.08485,0,0,199.0,266.0,12.78011,137,252.87591,34644.0,89,553,132.14166,3,0,1.6653,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event14_tirf_RAW_Stack.tif,1,2,1060,78.45189,83159.0,40,183,23.648,188.21206999999998,334.65767,13.367320000000001,156,79.58974,12416.0,29,161,33.64096,1,0,126.0,304.0,13.367320000000001,156,91.91026,14338.0,39,183,36.50848,1,0,1.13715,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event15_tirf_RAW_Stack.tif,1,2,1024,158.58887,162395.0,55,515,81.39215,307.0,209.0,13.688670000000002,156,182.46795,28465.0,55,419,90.04769,2,0,366.0,217.0,13.688670000000002,156,263.30769,41076.0,66,515,129.4291,2,0,1.7090900000000002,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event16_tirf_RAW_Stack.tif,1,2,1303,87.32694000000001,113787.0,50,279,27.817970000000003,212.12025,228.17447,14.432920000000001,177,85.70056,15169.0,42,161,28.174690000000002,1,0,295.0,236.0,14.432920000000001,177,111.35028,19709.0,47,279,58.0197,3,0,1.18492,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event18_tirf_RAW_Stack.tif,1,2,883,91.3137,80630.0,46,228,28.128759999999996,295.30183999999997,231.19329,12.843760000000001,137,92.64964,12693.0,49,150,27.2679,0,0,281.0,283.0,12.843760000000001,137,109.15328000000001,14954.0,39,228,52.85286,2,0,1.1597899999999999,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event19_tirf_RAW_Stack.tif,1,2,1296,81.19676,105231.0,37,352,41.39467,268.0,313.0,11.85515,112,126.46428999999999,14164.0,46,268,58.35275,3,0,193.0,272.0,11.85515,112,159.24107,17835.0,66,352,72.99676,2,0,2.09114,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event2_tirf_RAW_Stack.tif,1,2,954,87.68239,83649.0,38,268,32.31259,332.95974,211.04204,8.1891,69,66.53623,4591.0,53,100,9.50941,0,0,399.0,220.0,8.1891,69,99.72464000000001,6881.0,43,159,33.58741,0,0,0.9398299999999999,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event20_tirf_RAW_Stack.tif,1,2,1021,90.19099,92085.0,43,258,33.2174,265.41341,335.76542,14.51665,177,102.0113,18056.0,36,258,53.78345,3,0,266.0,275.0,14.51665,177,103.38418,18299.0,33,224,46.12396,1,0,1.2291299999999998,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event23_tirf_RAW_Stack.tif,1,2,1841,85.43455,157285.0,41,434,46.60331,337.74251,200.09407,18.643829999999998,293,110.99659,32522.0,42,335,64.42158,2,0,246.0,208.0,18.643829999999998,293,113.8157,33348.0,39,434,81.82591,3,0,1.54318,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event24_tirf_RAW_Stack.tif,1,2,1160,81.30345,94312.0,38,256,30.910870000000003,390.78959,176.43937,14.31744,177,84.68927,14990.0,33,180,38.98105,0,0,328.0,143.0,14.31744,177,114.13559,20202.0,46,256,49.89391,3,0,1.35532,mNG_PilG_fliC-,Solid
2,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event24_tirf_RAW_Stack.tif,2,2,1221,78.51597,95868.0,35,255,31.54938,183.19038999999998,341.48528999999996,11.91394,112,104.51786,11706.0,35,221,50.5109,2,0,116.0,297.0,11.91394,112,126.49107,14167.0,54,255,50.53498,3,0,1.64523,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event25_tirf_RAW_Stack.tif,1,2,1252,81.27796,101760.0,41,255,31.09575,250.06585,225.66204,13.61705,156,101.14103,15778.0,39,231,48.037279999999996,2,0,183.0,189.0,13.61705,156,110.16667,17186.0,50,255,50.57908,3,0,1.44361,mNG_PilG_fliC-,Solid
1,mNG_PilG_fliC-_sol_Microchannel_BR2_0_event26_tirf_RAW_Stack.tif,1,2,946,88.57928000000001,83796.0,42,217,29.43982,228.41471,250.91349,13.4703,156,99.14103,15466.0,41,217,44.34708,1,0,268.0,210.0,13.4703,156,101.83333,15886.0,42,210,42.7925,2,0,1.2148,mNG_PilG_fliC-,Solid
