 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Strain,Growth,Cell_ID,StdDev,Median,Slice
1,mNG_pilU_fliC-_sol_Gasket_0_event13_tirf_RAW_Stack.tif,959,255,255,255,60.57404,20.89729,4,1064,319.3223700000001,339759.0,121,1109,124.09465,298.00988,352.65574,112,276.23214,30938.0,76,519,117.14648,2,0,221.96956,354.39634,112,472.89286,52964.0,103,1109,273.12563,3,0,1.22972,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event14_tirf_RAW_Stack.tif,1062,255,255,255,36.10452,55.85499,4,1193,189.73931,226359.0,76,688,69.49361,267.43979,248.93539,156,174.38461999999996,27204.0,64,327,66.96426,1,0,306.13427,179.27145,156,240.86538,37575.0,67,688,142.04143,1,0,1.13206,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event15_tirf_RAW_Stack.tif,699,255,255,255,32.91059,47.78469000000001,4,790,240.5557,190039.0,91,685,93.82502,197.97625,316.52041,112,185.28571,20752.0,93,275,48.4845,3,0,217.65099,267.33044,112,361.70536,40511.0,100,685,162.66949,3,0,1.20208,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event16_tirf_RAW_Stack.tif,683,255,255,255,47.541000000000004,29.1896,4,764,287.52225,219667.0,77,921,117.16018,314.15609,281.56511,137,239.66423,32834.0,124,329,54.90945,0,0,360.84391,293.43489,137,386.9635,53014.0,55,921,223.0439,2,0,1.14725,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event17_tirf_RAW_Stack.tif,664,255,255,255,45.04217,23.24849,4,740,280.70676000000003,207723.0,73,794,102.38187,308.97588,179.97896,137,255.85401,35052.0,47,556,119.15601,2,0,261.98745,171.21778999999995,137,326.67883,44755.0,90,794,179.84666,1,0,1.06109,mNG_pilU_fliC-,Solid,1.0,,,
2,mNG_pilU_fliC-_sol_Gasket_0_event17_tirf_RAW_Stack.tif,827,255,255,255,39.58343,52.30653,4,928,144.10022,133725.0,53,365,48.96649,283.41805,323.03481,137,128.35036000000002,17584.0,54,187,39.0668,1,0,257.23485,270.63788,137,181.81752,24909.0,40,365,92.02495,2,0,1.11173,mNG_pilU_fliC-,Solid,2.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event18_tirf_RAW_Stack.tif,541,255,255,255,35.01756,42.11183,4,614,184.79642,113465.0,53,386,57.26364,421.71962,132.99776,137,185.19708,25372.0,59,304,62.79645,1,0,443.28038,104.00224,137,192.83942,26419.0,53,386,74.26644,3,0,1.04203,mNG_pilU_fliC-,Solid,1.0,,,
2,mNG_pilU_fliC-_sol_Gasket_0_event18_tirf_RAW_Stack.tif,671,255,255,255,48.46125,32.377790000000005,4,755,219.64768,165834.0,75,549,76.06600999999998,197.99822,367.81883,137,193.76642,26546.0,60,370,76.85302,5,0,242.19309,349.64877,137,260.29927000000004,35661.0,74,549,129.977,1,0,1.05381,mNG_pilU_fliC-,Solid,2.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event19_tirf_RAW_Stack.tif,1155,255,255,255,28.16926,69.84545,4,1280,296.10547,379015.0,111,981,111.35488,273.26163,166.3377,137,252.94161,34653.0,78,373,82.32359,3,0,258.4113,253.77747,137,455.17518,62359.0,135,981,228.53652,2,0,1.26305,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event2_tirf_RAW_Stack.tif,794,255,255,255,25.79975,52.5529,4,882,210.26644,185455.0,79,335,63.04886,345.6665799999999,278.61862,156,152.41666999999995,23777.0,60,236,47.09468,5,0,335.11701,223.42279,156,196.55128,30662.0,62,334,77.52313000000002,2,0,0.7591100000000001,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event20_tirf_RAW_Stack.tif,1273,255,255,255,74.83229,21.92812,4,1401,276.46467,387327.0,108,725,84.59437,272.53438,323.41964,156,279.96795,43675.0,73,650,150.61813999999995,1,0,368.48525,331.34255,156,290.52564,45322.0,61,725,176.19412,1,0,1.04124,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event3_tirf_RAW_Stack.tif,879,255,255,255,24.13481,54.74801,4,967,185.06101,178954.0,89,259,45.53111,373.52229,326.92811,177,162.08475,28689.0,62,257,52.96052,2,0,364.00761,272.15402,177,176.73446,31282.0,63,258,51.70725,2,0,0.8728,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event4_tirf_RAW_Stack.tif,666,255,255,255,29.41291,47.68468,4,747,158.80455,118627.0,73,268,39.92751,295.2659,263.73435,156,144.82051,22592.0,47,205,45.7132,0,0,275.3917,223.93548,156,153.74358999999995,23984.0,56,268,59.43854,1,0,0.90127,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event7_tirf_RAW_Stack.tif,1017,255,255,255,29.70551,65.4174,4,1135,296.17885,336163.0,80,1039,112.84438,272.36777,119.92699,137,259.65693,35573.0,67,453,93.8165,2,0,292.32006,197.15382,137,391.31387,53610.0,54,1039,255.24247000000003,2,0,1.13468,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event8_tirf_RAW_Stack.tif,871,255,255,255,48.09816,36.71929,4,971,198.30175,192551.0,84,510,60.52936999999999,329.77961,242.59957000000003,156,161.53846,25200.0,61,263,51.63924,0,0,273.33061000000004,264.68175,156,231.87179,36172.0,83,510,102.73704,1,0,0.98818,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event9_tirf_RAW_Stack.tif,1099,255,255,255,20.71019,64.45996,4,1216,337.39638,410274.0,107,946,113.47499,298.44011,344.96424,137,347.56934,47617.0,101,765,166.66732,3,0,304.57741,259.03701,137,393.88321,53962.0,67,946,243.01543,2,0,1.13129,mNG_pilU_fliC-,Solid,1.0,,,
2,mNG_pilU_fliC-_sol_Gasket_1_event1_tirf_RAW_Stack.tif,608,255,255,255,43.1727,27.54934,4,684,367.10673,251101.0,121,1100,164.93402,323.8289,335.3346,137,304.60584,41731.0,88,549,126.17246000000002,1,0,365.16237,323.63454,137,530.9635,72742.0,97,1100,285.32037,3,0,1.25371,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_1_event11_tirf_RAW_Stack.tif,1102,255,255,255,63.39564,24.70599,4,1211,221.07927,267727.0,95,503,61.7832,146.23358000000005,149.48766,177,212.82486,37670.0,63,397,82.52209,2,0,221.81223,157.05216,177,236.78531,41911.0,50,503,115.41279,2,0,1.02398,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_1_event15_tirf_RAW_Stack.tif,1461,255,255,255,62.99418000000001,62.96749000000001,4,1640,356.17378,584125.0,111,1592,189.04596,285.21174,408.1123,137,318.85401,43683.0,46,757,192.15525,2,0,357.73644,324.84256,137,730.55474,100086.0,132,1592,409.82821,5,0,1.62765,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_1_event16_tirf_RAW_Stack.tif,1021,255,255,255,41.27179,58.79383000000001,4,1149,358.05657,411407.0,98,890,119.02586,267.87586,185.77499,137,332.68613,45578.0,104,535,115.61382,1,0,234.09626,257.68251000000004,137,406.32117,55666.0,117,890,208.97882,2,0,1.04241,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_1_event19_tirf_RAW_Stack.tif,602,255,255,255,42.97342,35.28239,4,682,329.44135,224679.0,95,996,140.51507,275.7015,338.37177,137,274.94161,37667.0,119,394,76.34459,5,0,240.32574,360.67141,137,447.12409,61256.0,80,996,237.0337,4,0,1.17133,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_1_event20_tirf_RAW_Stack.tif,890,255,255,255,41.50674,48.9618,4,1003,396.90429,398095.0,137,914,132.96604,316.88037,344.8763,137,440.73723,60381.0,132,833,172.33561,5,0,276.85633,394.91293,137,470.45255,64452.0,152,914,195.4751,2,0,1.2154200000000002,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_1_event21_tirf_RAW_Stack.tif,1130,255,255,255,62.28319000000001,59.21327,4,1269,240.25217,304880.0,57,430,70.7139,146.184,302.90737,156,198.28205,30932.0,75,317,63.79744,3,0,208.3297,247.6703,156,236.20513,36848.0,80,430,99.69856,5,0,0.87685,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_1_event25_tirf_RAW_Stack.tif,590,255,255,255,38.61525,40.75085,4,669,287.81016,192545.0,79,485,82.72756,367.97363,240.99909,137,236.29197,32372.0,75,344,78.86381999999998,1,0,392.96872,272.04728,137,283.62774,38857.0,63,485,131.26237,3,0,0.8464200000000001,mNG_pilU_fliC-,Solid,1.0,,,
2,mNG_pilU_fliC-_sol_Gasket_1_event25_tirf_RAW_Stack.tif,859,255,255,255,34.14261,55.30675,4,965,329.46321,317932.0,117,698,104.16079,216.29875,361.08892,137,246.25547000000003,33737.0,42,459,108.97281,4,0,237.99438,301.01686,137,381.79562,52306.0,163,698,141.87153,2,0,0.93576,mNG_pilU_fliC-,Solid,2.0,,,
1,mNG_pilU_fliC-_sol_Gasket_1_event27_tirf_RAW_Stack.tif,644,255,255,255,32.604040000000005,39.79348,4,723,187.16044,135317.0,73,268,47.85781,251.56161,189.48564,177,160.75141000000005,28453.0,51,242,58.61221999999999,0,0,226.46856,158.48994,177,166.07345,29395.0,71,260,51.22644,1,0,0.77837,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_1_event4_tirf_RAW_Stack.tif,860,255,255,255,34.76628,50.90581,4,963,237.18899,228413.0,99,550,72.57844,268.06644,298.6616,156,161.67949,25222.0,48,259,57.26261,1,0,237.00077,247.91327,156,255.16667,39806.0,83,550,118.94275,1,0,0.83045,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_liq_Gasket_0_event1_tirf_RAW_Stack.tif,539,255,255,255,30.66698,41.7282,5,613,303.63785,186130.0,113,869,116.77789,263.39432,286.02665,137,238.29197,32646.0,60,384,103.21224,2,0,242.21283,254.23572,137,391.35766,53616.0,117,869,189.85206,0,0,1.06867,mNG_pilU_fliC-,Liquid,1.0,,,
1,mNG_pilU_fliC-_liq_Gasket_0_event10_tirf_RAW_Stack.tif,438,255,255,255,45.44749,23.88356,5,492,320.27439,157575.0,118,778,107.15899999999999,268.22178,277.93327,137,304.89051,41770.0,114,453,88.19695,0,0,295.83079,277.23384,137,363.80292,49841.0,116,778,163.58227,2,0,1.10496,mNG_pilU_fliC-,Liquid,1.0,,,
2,mNG_pilU_fliC-_liq_Gasket_0_event12_tirf_RAW_Stack.tif,735,255,255,255,54.2932,22.49592,5,817,459.93513,375767.0,173,1374,157.82497,315.0194,259.78519,137,367.56204,50356.0,105,571,136.33808,2,0,263.01454,250.03375,137,587.94891,80549.0,174,1374,269.22957,4,0,1.05946,mNG_pilU_fliC-,Liquid,1.0,,,
1,mNG_pilU_fliC-_liq_Gasket_0_event14_tirf_RAW_Stack.tif,532,255,255,255,36.56203,40.13534,5,608,316.01974,192140.0,122,712,103.19588,139.02911,408.51042,137,290.08759,39742.0,88,490,108.69456,3,0,165.10341,378.60507,137,330.81752,45322.0,79,712,169.68614,4,0,0.96839,mNG_pilU_fliC-,Liquid,1.0,,,
1,mNG_pilU_fliC-_liq_Gasket_0_event18_tirf_RAW_Stack.tif,690,255,255,255,46.90725,30.70145,5,782,182.13811,142432.0,72,420,57.25316,143.8554,361.57027,137,169.32117,23197.0,46,420,99.16422,1,0,98.64208,336.5292100000001,137,196.41606,26909.0,77,374,78.54791,1,0,1.00619,mNG_pilU_fliC-,Liquid,1.0,,,
1,mNG_pilU_fliC-_liq_Gasket_0_event19_tirf_RAW_Stack.tif,993,255,255,255,34.55942,65.65509,5,1116,218.13262000000003,243436.0,64,489,70.84801,223.11286,143.80121,137,184.10219,25222.0,53,311,69.10864000000001,2,0,190.27518,212.85329,137,263.93431,36159.0,83,489,118.35106,3,0,1.03608,mNG_pilU_fliC-,Liquid,1.0,,,
1,mNG_pilU_fliC-_liq_Gasket_0_event21_tirf_RAW_Stack.tif,849,255,255,255,,,5,946,362.035,342485.0,119,672,103.877,358.925,343.816,137,306.985,42057.0,59,643,159.688,0,0,362.253,278.139,137,349.555,47889.0,54,672,160.004,3,0,0.8740000000000001,mNG_pilU_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_liq_Gasket_0_event22_tirf_RAW_Stack.tif,603,255,255,255,,,5,680,322.309,219170.0,113,631,99.994,280.507,164.78,137,309.642,42421.0,108,568,122.315,2,0,265.095,204.064,137,317.642,43517.0,76,631,154.996,2,0,0.956,mNG_pilU_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_liq_Gasket_0_event23_tirf_RAW_Stack.tif,892,255,255,255,,,5,999,469.83,469360.0,160,1940,257.66200000000003,209.837,156.805,112,511.143,57248.0,139,1084,262.033,3,0,284.187,168.042,112,880.018,98562.0,122,1940,525.698,5,0,1.719,mNG_pilU_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_liq_Gasket_0_event24_tirf_RAW_Stack.tif,734,255,255,255,,,5,821,571.018,468806.0,187,1460,200.209,252.423,246.854,112,621.545,69613.0,175,1329,303.624,3,0,243.25,305.252,112,696.357,77992.0,188,1460,312.622,0,0,1.225,mNG_pilU_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_liq_Gasket_0_event25_tirf_RAW_Stack.tif,750,255,255,255,,,5,843,212.148,178841.0,81,370,61.883,219.483,301.509,177,179.486,31769.0,66,274,60.834,0,0,250.625,262.578,177,208.39,36885.0,56,370,87.184,1,0,0.861,mNG_pilU_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_liq_Gasket_0_event3_tirf_RAW_Stack.tif,513,255,255,255,31.25828,38.10429,5,584,185.13356,108118.0,66,342,55.63653000000001,112.10702,312.97593,112,182.49107,20439.0,54,299,70.98115,1,0,93.71474,345.92462,112,188.9375,21161.0,67,342,72.10669,1,0,1.0051,mNG_pilU_fliC-,Liquid,1.0,,,
2,mNG_pilU_fliC-_liq_Gasket_0_event3_tirf_RAW_Stack.tif,574,255,255,255,32.97038,42.80662,5,650,256.40462,166663.0,81,481,81.65419,284.53845,371.07177,137,235.48905,32262.0,85,481,81.07224000000002,3,0,306.62549,403.81771,137,241.50365,33086.0,41,467,125.74906,2,0,0.8851100000000001,mNG_pilU_fliC-,Liquid,2.0,,,
1,mNG_pilU_fliC-_liq_Gasket_0_event5_tirf_RAW_Stack.tif,738,255,255,255,43.40108,43.21138,5,833,336.92437,280658.0,100,512,97.37727,239.9377,354.37747,156,290.01923,45243.0,106,467,105.06959,2,0,278.06872000000004,318.62937,156,309.3269200000001,48255.0,88,512,133.69485,1,0,0.8342,mNG_pilU_fliC-,Liquid,1.0,,,
1,mNG_pilU_fliC-_liq_Gasket_0_event7_tirf_RAW_Stack.tif,1128,255,255,255,21.20213,65.41755,5,1243,362.08045,450066.0,137,760,105.48456000000002,253.05922,295.45108,156,353.05769,55077.0,59,744,188.32026,2,0,245.26587,379.48611,156,377.84615,58944.0,95,760,164.59396999999996,1,0,1.01247,mNG_pilU_fliC-,Liquid,1.0,,,
1,mNG_pilU_fliC-_liq_Gasket_0_event8_tirf_RAW_Stack.tif,560,255,255,255,43.78036,21.578570000000006,5,626,324.10383,202889.0,102,618,99.95402,282.99986,330.55554,69,317.75362,21925.0,61,570,163.91752,2,0,240.01085,326.33424,69,381.49275,26323.0,164,618,124.50675,1,0,1.1033,mNG_pilU_fliC-,Liquid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event1_tirf_RAW_Stack.tif,608,255,255,255,28.82895,40.01974000000001,5,681,159.96476,108936.0,72,269,44.39914,351.73848,413.36999,177,136.14688999999998,24098.0,65,201,40.18255,3,0,363.93877,378.87078,177,159.76836,28279.0,61,269,62.42439,2,0,0.8554299999999999,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event10_tirf_RAW_Stack.tif,742,255,255,255,,,5,830,252.763,209793.0,84,615,82.301,276.57,346.9980000000001,137,250.985,34385.0,84,446,91.524,1,0,289.605,294.045,137,302.8540000000001,41491.0,98,615,125.042,4,0,1.15,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_0_event11_tirf_RAW_Stack.tif,1181,255,255,255,,,5,1311,294.588,386205.0,112,887,99.925,367.55,263.448,156,246.468,38449.0,89,389,83.399,1,0,394.291,184.164,156,360.231,56196.0,121,887,185.111,2,0,1.039,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_0_event12_tirf_RAW_Stack.tif,825,255,255,255,,,5,928,262.838,243914.0,99,710,90.191,177.484,262.409,137,231.234,31679.0,89,362,72.64,0,0,146.306,312.46,137,343.745,47093.0,121,710,152.471,1,0,1.139,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_0_event16_tirf_RAW_Stack.tif,1063,255,255,255,,,5,1179,547.506,645510.0,181,1669,205.857,248.622,247.799,137,628.62,86121.0,119,1336,325.81,1,0,232.246,170.229,137,758.898,103969.0,229,1669,335.026,2,0,1.379,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_0_event17_tirf_RAW_Stack.tif,1148,255,255,255,,,5,1291,326.2290000000001,421161.0,106,977,117.964,292.644,260.797,156,327.814,51139.0,108,693,148.042,3,0,223.275,311.092,156,389.231,60720.0,105,977,215.084,2,0,1.135,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_0_event2_tirf_RAW_Stack.tif,1088,255,255,255,54.57077,54.14614,5,1236,364.66909,450731.0,105,1557,182.8022,97.68918,322.1025,137,393.50365,53910.0,93,948,215.55981,2,0,159.22757,258.79038,137,611.9635,83839.0,124,1557,367.41793,4,0,1.54523,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event20_tirf_RAW_Stack.tif,1190,255,255,255,,,5,1323,165.94,219538.0,70,361,48.24100000000001,190.529,121.576,177,162.92700000000005,28838.0,51,334,67.852,0,0,222.225,199.524,177,169.66099999999997,30030.0,47,361,82.531,2,0,1.003,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_0_event3_tirf_RAW_Stack.tif,1146,255,255,255,58.07155,45.68586,5,1284,327.93536,421069.0,111,707,102.29652,249.65563,108.15976,156,332.54487,51877.0,83,707,158.80941,4,0,317.43716,60.97346,156,339.95513,53033.0,109,662,146.21722,3,0,1.03377,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event4_tirf_RAW_Stack.tif,995,255,255,255,23.638,58.852,5,1100,213.186,234505.0,85,431,60.32899999999999,447.68,299.129,177,192.345,34045.0,32,345,74.646,4,0,434.489,365.905,177,229.576,40635.0,86,431,89.359,1,0,0.985,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_0_event6_tirf_RAW_Stack.tif,971,255,255,255,,,5,1082,290.052,313836.0,115,609,84.15299999999998,245.727,181.224,177,269.497,47701.0,97,432,94.06,4,0,185.505,209.275,177,311.508,55137.0,92,609,128.52100000000002,1,0,1.002,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_0_event7_tirf_RAW_Stack.tif,815,255,255,255,,,5,913,547.158,499555.0,165,1700,224.197,200.93,288.994,137,627.2919999999998,85939.0,211,1341,291.194,2,0,257.018,270.847,137,656.168,89895.0,116,1700,414.075,3,0,1.267,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_0_event9_tirf_RAW_Stack.tif,1032,255,255,255,,,5,1154,218.746,252433.0,82,568,75.78399999999998,245.449,182.12,156,175.949,27448.0,82,271,46.364,2,0,303.541,140.86700000000005,156,265.282,41384.0,56,568,144.92600000000004,1,0,1.012,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_1_event12_tirf_RAW_Stack.tif,940,255,255,255,,,5,1046,290.863,304243.0,107,534,81.205,195.08,252.75,137,214.701,29414.0,35,421,124.016,3,0,208.591,185.18400000000003,137,292.547,40079.0,101,534,102.616,2,0,0.8340000000000001,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_1_event13_tirf_RAW_Stack.tif,1013,255,255,255,,,5,1136,442.957,503199.0,141,1555,206.208,361.352,194.139,112,634.964,71116.0,141,1426,332.4,3,0,287.563,168.10299999999995,112,706.8660000000001,79169.0,241,1555,368.649,4,0,1.734,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_1_event15_tirf_RAW_Stack.tif,662,255,255,255,,,5,746,321.032,239490.0,122,1335,175.31599999999997,305.555,129.835,112,274.152,30705.0,118,460,85.296,2,0,356.5730000000001,116.663,112,569.089,63738.0,134,1335,334.89,1,0,1.517,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_1_event16_tirf_RAW_Stack.tif,1039,255,255,255,,,5,1167,502.137,585994.0,210,1401,189.413,240.902,294.649,137,622.474,85279.0,185,1401,323.064,5,0,199.555,230.05900000000003,137,668.212,91545.0,194,1276,293.26,1,0,1.408,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_1_event17_tirf_RAW_Stack.tif,572,255,255,255,,,5,648,328.866,213105.0,123,782,108.826,394.278,258.838,137,328.876,45056.0,107,595,126.446,1,0,370.96,227.982,137,374.124,51255.0,119,782,172.956,1,0,1.126,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_1_event20_tirf_RAW_Stack.tif,863,255,255,255,,,5,963,159.471,153571.0,68,258,42.08,437.806,391.193,156,157.071,24503.0,60,257,53.87300000000001,2,0,382.478,370.069,156,157.75,24609.0,61,258,55.658,1,0,0.981,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_1_event21_tirf_RAW_Stack.tif,599,255,255,255,,,5,676,147.889,99973.0,48,223,43.44300000000001,285.1,79.703,137,119.416,16360.0,37,182,44.713,0,0,258.144,110.51,137,135.628,18581.0,52,204,49.036,1,0,0.7879999999999999,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_1_event23_tirf_RAW_Stack.tif,685,255,255,255,,,5,770,273.54400000000004,210629.0,104,400,76.957,281.399,289.706,156,247.0,38532.0,106,379,72.744,0,0,315.51,263.177,156,266.865,41631.0,80,377,86.43299999999998,2,0,0.902,mNG_pilU_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilU_fliC-_sol_Gasket_1_event3_tirf_RAW_Stack.tif,931,255,255,255,25.51611,67.53437,5,1029,195.68222,201357.0,77,581,66.35451,194.94197,142.93633,156,164.19872,25615.0,52,298,65.48109000000001,1,0,202.39731,210.02599,156,239.28205,37328.0,51,581,134.41634,1,0,1.04504,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_1_event7_tirf_RAW_Stack.tif,1173,255,255,255,65.53666,42.00469,5,1310,308.04198,403535.0,108,867,104.55133,122.81995,310.38369,156,301.17949,46984.0,78,624,139.46493999999998,3,0,201.61337,345.87112,156,401.21795,62590.0,113,867,190.60472,1,0,1.19232,mNG_pilU_fliC-,Solid,1.0,,,
1,mNG_pilU_fliC-_sol_Gasket_1_event8_tirf_RAW_Stack.tif,812,255,255,255,54.2032,46.23276,5,909,174.91199,158995.0,69,376,56.37185,205.03729,57.20162,137,184.80292,25318.0,48,325,78.59546999999998,5,0,151.03895,76.01706,137,213.48175,29247.0,86,376,84.05145999999998,1,0,1.21091,mNG_pilU_fliC-,Solid,1.0,,,
