 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Cell_ID,RetractedPilusLength_Dim,RetractedPilusFrame_Dim,RetractedPilusLength_Bright,RetractedPilusFrame_Bright,StdDev,Median,Slice,Strain,Growth
1.0,pilH-cyaB-fliC-_2_Gasket_0_event16_tirf_RAW_Stack.tif,1195.0,255.0,255.0,255.0,22.11172,43.05816,1.0,1278.0,3072.11972,3926169.0,2849.0,3374.0,115.30943,316.73478,304.8007,177.0,3074.3220300000007,544155.0,2922.0,3320.0,117.2371,0,0.0,304.43715,296.0551200000001,177.0,3116.23164,551573.0,2987.0,3309.0,91.54512,0,0.0,1.01046,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event17_tirf_RAW_Stack.tif,1560.0,255.0,255.0,255.0,30.10192,39.92692,1.0,1659.0,3015.85112,5003297.0,2723.0,3608.0,159.17831,280.2415,349.5154100000001,421.0,3012.8337300000007,1268403.0,2748.0,3252.0,109.26506,2,0.0,257.91202000000004,313.38967,421.0,3074.02375,1294164.0,2774.0,3608.0,187.0267,2,0.0,1.01874,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event18_tirf_RAW_Stack.tif,1589.0,255.0,255.0,255.0,29.06702,50.58999,1.0,1692.0,3059.25177,5176254.0,2865.0,3281.0,92.74344,259.74797,310.4557,208.0,3046.33173,633637.0,2899.0,3228.0,87.73258,1,0.0,238.1009,261.72092000000004,208.0,3084.375,641550.0,2956.0,3199.0,52.6899,0,0.0,1.00265,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event2_tirf_RAW_Stack.tif,2059.0,255.0,255.0,255.0,52.9711,29.18966,1.0,2180.0,3071.3321100000007,6695504.0,2794.0,3367.0,123.40515,249.74708,360.73426,225.0,3061.39556,688814.0,2867.0,3324.0,121.57115,2,0.0,314.1167200000001,381.68757,225.0,3107.56444,699202.0,2940.0,3367.0,114.20078,0,0.0,1.0054,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event20_tirf_RAW_Stack.tif,2019.0,255.0,255.0,255.0,27.58866,46.44205,1.0,2133.0,3014.11158,6429100.0,2693.0,3382.0,142.55803,287.44241,338.11384,208.0,2946.44712,612861.0,2739.0,3331.0,135.97647,1,0.0,277.2853,384.56962,208.0,3041.36058,632603.0,2893.0,3309.0,77.06713,0,0.0,0.99168,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event21_tirf_RAW_Stack.tif,1789.0,255.0,255.0,255.0,45.33678,35.96785999999999,1.0,1904.0,3136.63393,5972151.0,2524.0,3439.0,139.55336,336.7488600000001,227.68036,208.0,3018.90385,627932.0,2524.0,3303.0,237.12403,4,0.0,297.8311,266.99556,208.0,3168.879810000001,659127.0,2995.0,3439.0,108.00465,1,0.0,0.98263,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event22_tirf_RAW_Stack.tif,982.0,255.0,255.0,255.0,34.75866,28.28513,1.0,1060.0,3098.8066,3284735.0,2931.0,3344.0,97.64334,334.09374,356.0146299999999,384.0,3119.0599,1197719.0,2935.0,3344.0,98.20591,2,0.0,333.25454,342.06061,384.0,3135.98958,1204220.0,2962.0,3330.0,83.38951999999998,0,0.0,1.0344799999999998,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
2.0,pilH-cyaB-fliC-_2_Gasket_0_event22_tirf_RAW_Stack.tif,1958.0,255.0,255.0,255.0,30.790090000000006,58.93207,1.0,2079.0,3150.63011,6550160.0,2866.0,3533.0,145.91823,238.92004,218.34561,421.0,3153.33967,1327556.0,2868.0,3340.0,106.96059,3,0.0,231.85075,216.06151,421.0,3164.44418,1332231.0,2929.0,3340.0,95.96887,3,0.0,1.00442,2.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event24_tirf_RAW_Stack.tif,1793.0,255.0,255.0,255.0,43.48885,30.96347,1.0,1904.0,2952.21534,5621018.0,2702.0,3152.0,102.19352,335.15768,270.9244,177.0,2908.59322,514821.0,2717.0,3142.0,112.00124,2,0.0,329.34105,263.3008,177.0,2963.7909600000007,524591.0,2869.0,3142.0,70.67657,2,0.0,0.99334,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event25_tirf_RAW_Stack.tif,1447.0,255.0,255.0,255.0,45.27125,20.26849,1.0,1545.0,3127.21942,4831554.0,2878.0,3382.0,102.86497,331.51047,208.09588,208.0,3063.66827,637243.0,2878.0,3306.0,119.8998,1,0.0,321.04944,192.93047,208.0,3113.51442,647611.0,2980.0,3212.0,56.89621,0,0.0,0.98317,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
2.0,pilH-cyaB-fliC-_2_Gasket_0_event25_tirf_RAW_Stack.tif,1425.0,255.0,255.0,255.0,40.39895,28.93228,1.0,1521.0,3163.0670600000008,4811025.0,2801.0,3509.0,156.92871,160.35654,314.17913,112.0,3140.19643,351702.0,3021.0,3464.0,122.93804,1,0.0,157.10068,322.08125,112.0,3174.11607,355501.0,3032.0,3477.0,111.56598,0,0.0,0.99781,2.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event26_tirf_RAW_Stack.tif,1528.0,255.0,255.0,255.0,32.56283,42.44045,1.0,1629.0,3101.248,5051933.0,2845.0,3398.0,121.0474,306.77778,206.78888,256.0,3125.74609,800191.0,2885.0,3398.0,139.05638000000002,1,0.0,294.8384200000001,197.52394,256.0,3195.00781,817922.0,3024.0,3370.0,70.80423,1,0.0,1.02805,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event27_tirf_RAW_Stack.tif,1396.0,255.0,255.0,255.0,26.4692,43.87178,1.0,1492.0,3037.62198,4532132.0,2792.0,3420.0,117.27265,285.8167200000001,333.90041,137.0,2987.71533,409317.0,2814.0,3165.0,80.97648000000002,0,0.0,272.87369,368.55812,137.0,3082.77372,422340.0,2895.0,3405.0,100.67186,0,0.0,0.99904,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event28_tirf_RAW_Stack.tif,1048.0,255.0,255.0,255.0,20.00382,42.7166,1.0,1122.0,3154.94029,3539843.0,2939.0,3507.0,134.56306,217.85184,269.13837,97.0,3100.21649,300721.0,2956.0,3406.0,103.40799,1,0.0,213.21703,270.74291,97.0,3217.13402,312062.0,2984.0,3507.0,167.63183,1,0.0,1.0014299999999998,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event29_tirf_RAW_Stack.tif,1339.0,255.0,255.0,255.0,27.95631,36.1699,1.0,1438.0,3041.93324,4374300.0,2775.0,3351.0,108.93457,314.54066,279.01267,32.0,2999.59375,95987.0,2921.0,3057.0,41.90224,0,0.0,310.91981,260.43044,32.0,3060.40625,97933.0,3010.0,3108.0,31.01806,0,0.0,0.9959,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event3_tirf_RAW_Stack.tif,2015.0,255.0,255.0,255.0,55.35061999999999,17.9129,1.0,2135.0,3064.10585,6541866.0,2747.0,3469.0,132.45716000000002,313.07864,243.49271,293.0,3065.7406100000007,898262.0,2697.0,3386.0,157.53884,2,0.0,317.00189,253.4023,293.0,3076.03072,901277.0,2806.0,3250.0,94.99875,2,0.0,1.00305,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event32_tirf_RAW_Stack.tif,2249.0,255.0,255.0,255.0,47.00511,33.62183,1.0,2397.0,3072.5169,7364823.0,2826.0,3387.0,94.47458,269.75332000000003,248.45741,97.0,3017.98969,292745.0,2897.0,3124.0,54.50793,5,0.0,221.1227,282.539,97.0,3059.17526,296740.0,2923.0,3158.0,77.34810999999998,2,0.0,0.98799,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event4_tirf_RAW_Stack.tif,2187.0,255.0,255.0,255.0,36.23434,57.78898,1.0,2323.0,3078.46578,7151276.0,2814.0,3519.0,142.39695,324.60124,268.17023,256.0,3065.816410000001,784849.0,2881.0,3302.0,119.72449,3,0.0,320.91729,263.29259,256.0,3114.878910000001,797409.0,2881.0,3302.0,122.09683,1,0.0,1.00496,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event5_tirf_RAW_Stack.tif,1580.0,255.0,255.0,255.0,29.2443,45.90443,1.0,1684.0,3059.936460000001,5152933.0,2449.0,3434.0,169.78821000000005,337.32861,230.97451,316.0,2977.46835,940880.0,2449.0,3434.0,250.18513,2,0.0,316.22696,278.27338,316.0,3101.27848,980004.0,2923.0,3323.0,103.54717,0,0.0,0.98929,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event6_tirf_RAW_Stack.tif,1299.0,255.0,255.0,255.0,38.65781,26.6555,1.0,1388.0,3087.60303,4285593.0,2902.0,3344.0,93.10235,302.57472,299.82544,97.0,3023.50515,293280.0,2902.0,3256.0,92.95296,3,0.0,308.343,295.26654,97.0,3127.21649,303340.0,2947.0,3285.0,107.67507,0,0.0,0.99539,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event7_tirf_RAW_Stack.tif,1305.0,255.0,255.0,255.0,29.79885,41.50843,1.0,1400.0,3125.83286,4376166.0,2726.0,3808.0,213.80193,296.9588,412.5487,208.0,3127.49038,650518.0,2918.0,3385.0,104.67973,4,0.0,306.00629,414.48978,208.0,3225.46154,670896.0,2960.0,3591.0,160.63825,0,0.0,1.02321,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event8_tirf_RAW_Stack.tif,1923.0,255.0,255.0,255.0,38.79953,46.64249,1.0,2044.0,3074.98973,6285279.0,2886.0,3302.0,93.41122,243.04296,67.42487,137.0,3007.86861,412078.0,2886.0,3141.0,62.90666,1,0.0,229.88082000000003,88.82258,137.0,3043.4087600000007,416947.0,2911.0,3221.0,71.11843,1,0.0,0.98151,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
2.0,pilH-cyaB-fliC-_2_Gasket_0_event8_tirf_RAW_Stack.tif,1412.0,255.0,255.0,255.0,24.98229,48.60127,1.0,1504.0,2959.13098,4450533.0,2678.0,3404.0,166.36695,238.78037,472.97699000000006,489.0,2941.3435600000007,1438317.0,2688.0,3404.0,186.29552,1,0.0,230.30421,435.77123,489.0,3042.66462,1487863.0,2782.0,3321.0,132.94763999999998,0,0.0,1.03243,2.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event1_tirf_RAW_Stack.tif,1375.0,255.0,255.0,255.0,23.15309,56.04836,1.0,1467.0,2855.497610000001,4189015.0,2622.0,3151.0,138.58431000000002,218.57072,235.99505,421.0,2873.2019,1209618.0,2634.0,3056.0,109.76345,1,0.0,214.03404,237.34818,421.0,2894.59145,1218623.0,2671.0,3054.0,97.18514,0,0.0,1.02366,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event10_tirf_RAW_Stack.tif,1781.0,255.0,255.0,255.0,42.14964000000001,22.0379,1.0,1885.0,2940.00584,5541911.0,2597.0,3211.0,111.60314,278.78622,224.05345,540.0,2918.2037,1575830.0,2668.0,3068.0,104.74692,0,0.0,277.48148,220.0817,540.0,2951.92593,1594040.0,2668.0,3076.0,98.15955,0,0.0,0.99607,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event11_tirf_RAW_Stack.tif,2112.0,255.0,255.0,255.0,50.76989,26.39583,1.0,2225.0,2860.88674,6365473.0,2518.0,3292.0,150.24536,266.39503,305.31575,316.0,2803.92722,886041.0,2531.0,3003.0,118.42041,1,0.0,254.42974,297.05621,316.0,2859.38924,903567.0,2653.0,3016.0,105.73722,0,0.0,0.98579,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event12_tirf_RAW_Stack.tif,1458.0,255.0,255.0,255.0,,,1.0,1566.0,2959.179,4634075.0,2696.0,3336.0,151.161,238.942,373.24300000000005,293.0,2924.594,856906.0,2696.0,3281.0,150.24200000000005,0,0.0,230.254,377.728,293.0,2979.546,873007.0,2696.0,3336.0,192.695,0,0.0,0.996,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
2.0,pilH-cyaB-fliC-_2_Gasket_1_event12_tirf_RAW_Stack.tif,1436.0,255.0,255.0,255.0,,,1.0,1560.0,2905.204,4532118.0,2537.0,3254.0,151.303,286.382,235.253,69.0,2754.826,190083.0,2663.0,2950.0,81.222,0,0.0,306.534,251.771,69.0,2844.188,196249.0,2757.0,2983.0,61.507,0,0.0,0.96,2.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event14_tirf_RAW_Stack.tif,1594.0,255.0,255.0,255.0,45.8601,21.41656,1.0,1703.0,2795.6623600000007,4761013.0,2494.0,3051.0,126.69268,259.74245,210.50744,21.0,2769.85714,58167.0,2637.0,2851.0,58.8033,0,0.0,243.73224,219.06818,21.0,2967.85714,62325.0,2936.0,2990.0,15.99464,0,0.0,1.02686,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event15_tirf_RAW_Stack.tif,1625.0,255.0,255.0,255.0,55.97446,41.30185,1.0,1753.0,2784.97319,4882058.0,2280.0,3031.0,133.63191,338.11983,239.82273,177.0,2739.76836,484939.0,2293.0,2975.0,216.08092,0,0.0,292.92035,248.94128,177.0,2778.99435,491882.0,2585.0,2962.0,106.77645,1,0.0,0.98851,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event17_tirf_RAW_Stack.tif,1662.0,255.0,255.0,255.0,,,1.0,1768.0,2906.384,5138487.0,2553.0,3392.0,183.413,176.86700000000005,368.882,208.0,2892.812,601705.0,2672.0,3384.0,183.049,2,0.0,216.47,339.2390000000001,208.0,2930.928,609633.0,2736.0,3392.0,178.362,0,0.0,1.002,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event19_tirf_RAW_Stack.tif,1952.0,255.0,255.0,255.0,50.55738,35.29559000000001,1.0,2070.0,2851.4058,5902410.0,2637.0,3197.0,106.40146,395.1343700000001,132.29849,256.0,2808.73047,719035.0,2653.0,3019.0,94.00685,1,0.0,360.47016,160.73599,256.0,2854.61719,730782.0,2653.0,3153.0,122.27347,1,0.0,0.99083,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event2_tirf_RAW_Stack.tif,1869.0,255.0,255.0,255.0,,,1.0,1997.0,1861.323,3717062.0,1693.0,2028.0,70.638,283.686,267.219,316.0,1850.794,584851.0,1750.0,1966.0,58.675,1,0.0,292.124,263.113,316.0,1867.877,590249.0,1750.0,2025.0,68.425,1,0.0,0.998,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event20_tirf_RAW_Stack.tif,1470.0,255.0,255.0,255.0,32.71633,43.37483,1.0,1567.0,2870.62093,4498263.0,2629.0,3151.0,127.66721,201.77845,174.21507,208.0,2871.89423,597354.0,2690.0,3134.0,122.62841,0,0.0,185.08145,214.56501,208.0,2906.79808,604614.0,2713.0,3151.0,120.64299,1,0.0,1.0089,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event21_tirf_RAW_Stack.tif,1629.0,255.0,255.0,255.0,40.13352,38.94813,1.0,1739.0,2811.18689,4888654.0,2589.0,3193.0,116.08725,266.79637,307.52745,316.0,2806.61392,886890.0,2614.0,3193.0,162.24431,0,0.0,238.84922000000003,267.41482,316.0,2877.41456,909263.0,2725.0,3019.0,64.71762,1,0.0,1.01734,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event3_tirf_RAW_Stack.tif,1661.0,255.0,255.0,255.0,19.13817,48.31397,1.0,1769.0,2896.40814,5123746.0,2612.0,3323.0,142.80751999999995,232.85433,256.14622,225.0,2873.551110000001,646549.0,2680.0,3124.0,138.42661,2,0.0,225.31221,246.83616,225.0,2924.76444,658072.0,2794.0,3120.0,81.84623,0,0.0,1.00127,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event5_tirf_RAW_Stack.tif,1600.0,255.0,255.0,255.0,26.84625,43.48875,1.0,1722.0,2960.76481,5098437.0,2714.0,3250.0,115.52622,293.2136,254.01382,293.0,2971.27645,870584.0,2795.0,3188.0,107.99773,0,0.0,278.45199,292.02405,293.0,2977.15358,872306.0,2795.0,3250.0,110.52735,0,0.0,1.0069,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event7_tirf_RAW_Stack.tif,1908.0,255.0,255.0,255.0,,,1.0,2026.0,3295.804,6677299.0,3046.0,3618.0,122.041,188.081,255.814,177.0,3204.565,567208.0,3071.0,3301.0,57.462,0,0.0,176.884,232.953,177.0,3277.0959999999995,580046.0,3168.0,3394.0,57.205,0,0.0,0.98,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event9_tirf_RAW_Stack.tif,940.0,255.0,255.0,255.0,50.19574,23.21489,1.0,1065.0,3009.75493,3205389.0,2727.0,3501.0,158.79966000000005,285.88831,206.1209,225.0,3097.08444,696844.0,2807.0,3495.0,151.69238,2,0.0,290.98058,195.14563,225.0,3139.92444,706483.0,2790.0,3501.0,157.35758,0,0.0,1.06427,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event1_tirf_RAW_Stack.tif,1372.0,255.0,255.0,255.0,,,1.0,1464.0,2772.405,4058801.0,2511.0,3324.0,147.06799999999996,250.067,232.883,489.0,2773.503,1356243.0,2565.0,3003.0,118.142,1,0.0,257.378,269.835,489.0,2788.524000000001,1363588.0,2536.0,3324.0,175.04,0,0.0,1.009,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event11_tirf_RAW_Stack.tif,1454.0,255.0,255.0,255.0,,,1.0,1550.0,1342.6629999999998,2081127.0,1198.0,1590.0,74.848,265.968,344.32,177.0,1296.452,229472.0,1198.0,1441.0,76.127,0,0.0,259.838,336.996,177.0,1338.316,236882.0,1255.0,1434.0,48.114,0,0.0,0.976,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event12_tirf_RAW_Stack.tif,1318.0,255.0,255.0,255.0,,,1.0,1410.0,3066.323,4323516.0,2799.0,3489.0,158.071,245.858,357.932,112.0,2968.241,332443.0,2840.0,3392.0,113.442,0,0.0,225.161,316.557,112.0,3111.652,348505.0,3001.0,3373.0,74.48100000000002,0,0.0,0.99,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event2_tirf_RAW_Stack.tif,1537.0,255.0,255.0,255.0,,,1.0,1644.0,2852.357,4689275.0,2549.0,3227.0,142.983,237.03,216.689,225.0,2868.5959999999995,645434.0,2564.0,3218.0,152.27100000000004,1,0.0,208.344,249.294,225.0,2896.369,651683.0,2675.0,3227.0,147.379,0,0.0,1.015,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event3_tirf_RAW_Stack.tif,1572.0,255.0,255.0,255.0,,,1.0,1673.0,2832.432,4738659.0,2539.0,3268.0,154.861,221.404,280.785,349.0,2841.653,991737.0,2588.0,3268.0,176.74,0,0.0,220.685,233.145,349.0,2868.507,1001109.0,2603.0,3112.0,102.801,0,0.0,1.014,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event4_tirf_RAW_Stack.tif,2130.0,255.0,255.0,255.0,,,1.0,2254.0,2841.152,6403957.0,2466.0,3430.0,161.869,279.065,307.658,208.0,2752.212,572460.0,2466.0,3391.0,182.399,0,0.0,311.532,267.04200000000003,208.0,2885.476,600179.0,2668.0,3192.0,135.496,1,0.0,0.99,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event5_tirf_RAW_Stack.tif,1617.0,255.0,255.0,255.0,,,1.0,1718.0,2913.97,5006201.0,2604.0,3659.0,182.769,190.437,264.818,137.0,2867.54,392853.0,2628.0,2969.0,101.214,0,0.0,174.958,305.928,137.0,2951.496,404355.0,2812.0,3315.0,130.653,0,0.0,0.998,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
2.0,pilH-cyaB-fliC-_2_Gasket_0_event5_tirf_RAW_Stack.tif,1826.0,255.0,255.0,255.0,,,1.0,1941.0,2804.738,5443996.0,2287.0,3219.0,170.856,371.6230000000001,233.886,256.0,2830.859000000001,724700.0,2546.0,3219.0,170.576,0,0.0,363.22,228.812,256.0,2855.305,730958.0,2592.0,3219.0,154.873,0,0.0,1.019,2.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event6_tirf_RAW_Stack.tif,1904.0,255.0,255.0,255.0,,,1.0,2039.0,2826.353,5762933.0,2499.0,3198.0,152.623,275.189,280.579,256.0,2823.77,722885.0,2588.0,3158.0,177.884,4,0.0,281.579,272.797,256.0,2854.543,730763.0,2588.0,3198.0,160.575,3,0.0,1.006,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event7_tirf_RAW_Stack.tif,1662.0,255.0,255.0,255.0,,,1.0,1799.0,2839.827,5108848.0,2327.0,3088.0,139.63,339.711,260.247,156.0,2842.981,443505.0,2668.0,3088.0,112.169,1,0.0,333.976,268.831,156.0,2861.526,446398.0,2669.0,3088.0,126.639,0,0.0,1.005,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_0_event8_tirf_RAW_Stack.tif,2212.0,255.0,255.0,255.0,,,1.0,2336.0,2870.068,6704478.0,2571.0,3186.0,130.268,314.878,297.645,349.0,2878.908,1004739.0,2673.0,3186.0,125.784,3,0.0,302.225,287.686,349.0,2915.436,1017487.0,2731.0,3047.0,90.165,0,0.0,1.014,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
2.0,pilH-cyaB-fliC-_2_Gasket_0_event8_tirf_RAW_Stack.tif,2279.0,255.0,255.0,255.0,,,1.0,2410.0,2927.337,7054883.0,2552.0,3466.0,200.175,200.996,369.426,421.0,2905.76,1223325.0,2610.0,3428.0,213.101,0,0.0,198.907,373.038,421.0,2945.39,1240009.0,2636.0,3428.0,193.95,0,0.0,0.999,2.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event1_tirf_RAW_Stack.tif,1261.0,255.0,255.0,255.0,43.604,28.586,1.0,1377.0,3092.76,4258730.0,2894.0,3328.0,100.282,249.324,248.967,112.0,3064.75,343252.0,2899.0,3193.0,99.665,1,0.0,247.7,266.92400000000004,112.0,3074.795,344377.0,2960.0,3248.0,82.84899999999998,0,0.0,0.991,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event10_tirf_RAW_Stack.tif,1860.0,255.0,255.0,255.0,,,1.0,1978.0,3024.907,5983266.0,2667.0,3373.0,141.82399999999996,287.485,311.946,448.0,3008.812,1347948.0,2783.0,3311.0,121.168,1,0.0,290.992,306.629,448.0,3019.607,1352784.0,2783.0,3311.0,123.952,0,0.0,0.994,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event5_tirf_RAW_Stack.tif,1718.0,255.0,255.0,255.0,,,1.0,1827.0,3105.066,5672955.0,2882.0,3430.0,103.42,265.594,267.572,665.0,3111.15,2068915.0,2882.0,3430.0,114.441,0,0.0,254.872,248.452,665.0,3126.962,2079430.0,2885.0,3272.0,93.951,0,0.0,1.017,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_2_Gasket_1_event9_tirf_RAW_Stack.tif,2448.0,255.0,255.0,255.0,,,1.0,2572.0,2832.441,7285038.0,2491.0,3141.0,112.781,310.482,113.326,384.0,2778.896,1067096.0,2596.0,3051.0,109.313,0,0.0,304.633,99.83,384.0,2802.982,1076345.0,2663.0,3037.0,69.638,0,0.0,0.979,1.0,,,,,0.0,255.0,1.0,pilH-cyaB-fliC-,Liquid
1.0,pilH-cyaB-fliC-_Gasket_0_event11_tirf_RAW_Stack.tif,1251.0,255.0,255.0,255.0,44.46483,25.68225,1.0,1365.0,2904.30916,3964382.0,2736.0,3055.0,76.50701,236.32201,216.02511,384.0,2880.63542,1106164.0,2742.0,3043.0,74.96455,0,0.0,246.8603,206.84173,384.0,2887.67448,1108867.0,2736.0,3055.0,91.23359,0,0.0,0.98427,1.0,,,,,,,,pilH-cyaB-fliC-,Liquid
2.0,pilH-cyaB-fliC-_Gasket_0_event11_tirf_RAW_Stack.tif,1307.0,255.0,255.0,255.0,40.85348,22.46327,1.0,1404.0,2868.48647,4027355.0,2670.0,3091.0,94.09014,231.12228,373.40727,97.0,2834.79381,274975.0,2738.0,2980.0,62.88497,0,0.0,209.70589,379.91761,97.0,2869.91753,278382.0,2693.0,2966.0,96.45408,0,0.0,0.99348,2.0,,,,,,,,pilH-cyaB-fliC-,Liquid
