 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Strain,Growth,Cell_ID,StdDev,Median,Slice
3,mNG_pilT_fliC-_liq_Gasket_0_event7_tirf_RAW_Stack.tif,544,255,255,255,25.98162,28.297790000000006,1,618,194.36084,120115.0,103,293,46.49802,438.53635,381.89827,137,158.94891,21776.0,76,239,47.04555,0,0,410.46365,356.10173,137,171.05109,23434.0,91,241,38.98648,0,0,0.75776,mNG_pilT_fliC-,Liquid,,,,
4,mNG_pilT_fliC-_liq_Gasket_0_event7_tirf_RAW_Stack.tif,480,255,255,255,32.42083,17.55625,1,544,574.31434,312427.0,285,881,140.8192,384.5589,252.34401,112,472.44643,52914.0,226,617,114.03317,0,0,350.41978,241.72448,112,596.90179,66853.0,278,881,183.26513,0,0,0.88807,mNG_pilT_fliC-,Liquid,,,,
5,mNG_pilT_fliC-_liq_Gasket_0_event7_tirf_RAW_Stack.tif,416,255,255,255,33.85096,11.92067,1,474,272.87764,129344.0,155,653,82.50265,225.02101,243.22316,97,229.82474,22293.0,167,272,30.28511,0,0,260.05163,247.12029,97,322.90722,31322.0,112,653,161.15728,0,0,1.02183,mNG_pilT_fliC-,Liquid,,,,
1,mNG_pilT_fliC-_liq_Gasket_0_event8_tirf_RAW_Stack.tif,909,255,255,255,35.01045,41.30748,1,1025,341.90634,350454.0,174,661,81.50825,307.20294,318.39485,137,274.25547,37573.0,149,369,63.79194,0,0,344.20292,261.22099,137,397.43796,54449.0,157,661,132.77811,1,0,0.97597,mNG_pilT_fliC-,Liquid,,,,
2,mNG_pilT_fliC-_liq_Gasket_0_event8_tirf_RAW_Stack.tif,413,255,255,255,21.55327,21.06659,1,472,354.93432,167529.0,177,474,76.96656999999998,260.09162000000003,235.421,112,327.83929,36718.0,179,442,80.16206,1,0,236.13032,250.92181,112,360.26786,40350.0,205,454,71.59886,0,0,0.94323,mNG_pilT_fliC-,Liquid,,,,
3,mNG_pilT_fliC-_liq_Gasket_0_event8_tirf_RAW_Stack.tif,448,255,255,255,33.32812,16.14509,1,507,183.31755,92942.0,87,257,43.21771,69.03441,185.44301,137,146.78832,20110.0,72,203,35.57168,0,0,100.01755,193.35483,137,161.94891,22187.0,63,250,55.87109,0,0,0.7102,mNG_pilT_fliC-,Liquid,,,,
1,mNG_pilT_fliC-_liq_Gasket_0_event9_tirf_RAW_Stack.tif,433,255,255,255,21.05196,28.095840000000006,1,497,187.70624,93290.0,80,304,46.40011,168.21148,163.72836999999996,97,170.89691000000005,16577.0,48,304,73.67715,0,0,153.10252,193.92923,97,176.98969,17168.0,71,243,50.68787,2,0,0.88513,mNG_pilT_fliC-,Liquid,,,,
2,mNG_pilT_fliC-_liq_Gasket_0_event9_tirf_RAW_Stack.tif,396,255,255,255,21.49747,23.83081,1,456,216.4364,98695.0,121,366,48.14224,236.77627,167.35724,112,189.10714,21180.0,115,235,33.43768,0,0,255.36406,189.52499,112,218.09821,24427.0,96,366,69.95391,1,0,0.88976,mNG_pilT_fliC-,Liquid,,,,
3,mNG_pilT_fliC-_liq_Gasket_0_event9_tirf_RAW_Stack.tif,763,255,255,255,21.62189,34.53277,1,860,235.40465,202448.0,141,376,48.77755,336.16745,351.5924100000001,137,181.22628,24828.0,73,285,58.16723,0,0,311.34174,298.63751,137,238.51095,32676.0,119,376,69.45398,1,0,0.84849,mNG_pilT_fliC-,Liquid,,,,
4,mNG_pilT_fliC-_liq_Gasket_0_event9_tirf_RAW_Stack.tif,924,255,255,255,54.55303000000001,26.34957,1,1046,159.75239,167101.0,83,415,47.9496,213.79188,85.71718,137,152.26277,20860.0,77,288,54.04903,2,0,286.8230700000001,112.33431000000002,137,203.9927,27947.0,67,415,96.82979,1,0,1.16248,mNG_pilT_fliC-,Liquid,,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event10_tirf_RAW_Stack.tif,1199,255,255,255,59.59842,37.81359000000001,1,1341,295.56525,396353.0,129,716,78.78147,224.63711,294.9769,137,307.53285,42132.0,114,473,93.02657,5,0,303.28565,335.17422,137,361.47445,49522.0,101,716,168.76943,3,0,1.17137,mNG_pilT_fliC-,Solid,,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event11_tirf_RAW_Stack.tif,624,255,255,255,39.63141,10.72596,1,694,308.16859,213869.0,130,459,67.92364,221.85673,219.49209,156,256.27564,39979.0,97,356,66.49672,1,0,262.16654,215.75927,156,303.73718,47383.0,109,459,100.34361,0,0,0.84551,mNG_pilT_fliC-,Solid,,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event12_tirf_RAW_Stack.tif,1251,255,255,255,18.81415,61.42086,1,1385,266.36534,368916.0,128,457,56.4279,265.02917,191.3436,156,247.52564,38614.0,84,457,87.25295,5,0,244.89466,281.41783,156,255.29487000000003,39826.0,129,367,70.92506,0,0,0.92869,mNG_pilT_fliC-,Solid,,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event15_tirf_RAW_Stack.tif,775,255,255,255,20.03677,41.23419000000001,1,867,258.9827,224538.0,143,459,57.00854,275.90859,303.82537,156,264.32051,41234.0,117,459,81.90143,3,0,255.69067,252.93804,156,264.62821,41282.0,116,449,89.69088,0,0,1.03352,mNG_pilT_fliC-,Solid,,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event16_tirf_RAW_Stack.tif,1044,255,255,255,44.21073,36.45785,1,1178,194.54584,229175.0,86,341,53.22872,221.21087000000003,345.81896,177,163.38418,28919.0,42,287,61.43714,3,0,159.62043,299.4052,177,206.32203,36519.0,101,341,60.69777,0,0,0.93027,mNG_pilT_fliC-,Solid,,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event17_tirf_RAW_Stack.tif,1472,255,255,255,21.33492,76.67527,1,1629,240.03315,391014.0,131,499,53.58896,268.88468,190.72716,112,248.11607,27789.0,113,382,72.26948,1,0,294.27942,300.46623,112,295.90179,33141.0,131,499,106.08028,2,0,1.1578,mNG_pilT_fliC-,Solid,,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event18_tirf_RAW_Stack.tif,945,255,255,255,37.49365,39.33175,1,1067,377.1134,402380.0,175,545,86.92690999999998,265.88804,312.86005,156,345.39103,53881.0,97,526,113.24803,3,0,216.13235,263.12144,156,347.70513,54242.0,147,504,111.90666,0,0,0.8891700000000001,mNG_pilT_fliC-,Solid,,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event2_tirf_RAW_Stack.tif,983,255,255,255,51.94964,22.77467,1,1099,113.09372,124290.0,60,203,23.22028,375.43461,36.31292,156,107.46154,16764.0,45,167,33.72917,3,0,302.25518,20.10931,156,122.86538,19167.0,66,203,36.01238,0,0,1.02574,mNG_pilT_fliC-,Solid,,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event20_tirf_RAW_Stack.tif,1016,255,255,255,44.44094000000001,33.32382,1,1137,326.60246,371347.0,119,769,90.03475999999998,104.66505,173.43095,156,301.25,46995.0,104,463,89.91821999999998,3,0,161.86705,213.81467,156,392.67949,61258.0,119,769,145.66422,2,0,1.088,mNG_pilT_fliC-,Solid,,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event4_tirf_RAW_Stack.tif,744,255,255,255,17.87634,43.35618,1,837,424.03465,354917.0,201,1011,137.25359,222.63882,438.78215,97,411.05155,39872.0,80,736,191.67254,3,0,206.50124,380.17929,97,616.2268,59774.0,253,1011,221.57474,4,0,1.2938,mNG_pilT_fliC-,Solid,,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event5_tirf_RAW_Stack.tif,564,255,255,255,24.93617,30.43262,1,642,511.37695,328304.0,212,1037,136.74393,250.03921,253.77361,137,534.51825,73229.0,239,790,142.47745,2,0,273.50357,284.81565,137,556.0292,76176.0,169,1037,214.69513,3,0,1.12164,mNG_pilT_fliC-,Solid,,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event6_tirf_RAW_Stack.tif,904,255,255,255,51.76106,20.16593,1,1011,224.17211,226638.0,130,361,44.96569,231.42347,267.21965,156,207.67949,32398.0,115,283,49.72362,2,0,296.78132,283.98095,156,245.27564,38263.0,126,361,65.37017,0,0,1.01494,mNG_pilT_fliC-,Solid,,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event7_tirf_RAW_Stack.tif,1007,255,255,255,43.71351,42.77905,1,1136,274.0581,311330.0,131,491,75.304,177.5677,229.30179,156,260.37179,40618.0,87,466,94.98864,6,0,230.57345,280.58124,156,308.86538,48183.0,87,491,126.28683,4,0,1.05391,mNG_pilT_fliC-,Solid,,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event9_tirf_RAW_Stack.tif,1201,255,255,255,38.26936,29.08118,1,1333,340.19205,453476.0,114,1080,162.55892,450.15072,288.59301,177,217.08475,38424.0,63,386,82.25673,8,0,385.53425,248.30746,177,539.19209,95437.0,155,1080,283.31732,3,0,1.15826,mNG_pilT_fliC-,Solid,,,,
1,mNG_pilT_fliC-_liq_Gasket_0_event1_tirf_RAW_Stack.tif,1287,255,255,255,28.6,54.198,2,1404,252.639,354705.0,96,690,103.032,244.379,328.039,225,219.107,49299.0,72,385,96.234,2,0,223.5,263.0,225,309.253,69582.0,100,690,151.196,1,0,1.069,mNG_pilT_fliC-,Liquid,1.0,,,
1,mNG_pilT_fliC-_liq_Gasket_0_event10_tirf_RAW_Stack.tif,871,255,255,255,,,2,948,251.003,237951.0,92,452,96.76,258.464,152.30700000000004,293,239.751,70247.0,58,452,109.923,1,0,251.281,117.965,293,243.962,71481.0,99,417,97.682,2,0,0.91,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_liq_Gasket_0_event15_tirf_RAW_Stack.tif,1251,255,255,255,,,2,1358,283.301,384723.0,82,719,120.608,104.75,265.088,208,316.452,65822.0,84,719,172.043,1,0,170.139,251.387,208,317.644,66070.0,86,675,165.821,0,0,1.181,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_liq_Gasket_0_event17_tirf_RAW_Stack.tif,1475,255,255,255,,,2,1603,275.132,441036.0,97,685,110.956,305.767,242.048,225,280.311,63070.0,69,604,142.622,2,0,225.303,224.626,225,307.64,69219.0,73,685,171.09,2,0,1.098,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_liq_Gasket_0_event18_tirf_RAW_Stack.tif,713,255,255,255,,,2,784,434.111,340343.0,127,1225,193.602,352.675,188.743,177,420.486,74426.0,135,859,199.073,3,0,360.593,151.314,177,510.531,90364.0,116,1225,271.764,2,0,1.14,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_liq_Gasket_0_event19_tirf_RAW_Stack.tif,1046,255,255,255,,,2,1155,265.139,306236.0,93,802,116.86,375.471,216.544,177,222.062,39305.0,64,377,97.438,2,0,321.402,186.686,177,320.305,56694.0,74,802,193.048,2,0,1.033,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_liq_Gasket_0_event20_tirf_RAW_Stack.tif,831,255,255,255,,,2,916,242.654,222271.0,77,445,98.438,265.51,387.418,256,214.566,54929.0,55,414,103.778,1,0,293.43,359.525,256,237.047,60684.0,56,445,120.239,0,0,0.855,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_liq_Gasket_0_event22_tirf_RAW_Stack.tif,757,255,255,255,,,2,831,254.245,211278.0,83,446,93.378,195.558,327.899,225,215.373,48459.0,49,427,117.207,3,0,162.822,316.955,225,244.413,54993.0,87,446,100.699,3,0,0.812,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_liq_Gasket_0_event24_tirf_RAW_Stack.tif,958,255,255,255,,,2,1043,335.8540000000001,350296.0,109,902,147.18200000000004,265.596,267.145,225,237.231,53377.0,77,408,105.616,0,0,274.642,218.9,225,418.218,94099.0,98,902,226.759,1,0,0.958,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_liq_Gasket_0_event25_tirf_RAW_Stack.tif,1216,255,255,255,,,2,1330,297.281,395384.0,93,593,126.776,383.099,188.827,293,231.08900000000003,67709.0,63,420,115.048,1,0,345.50699999999995,234.852,293,275.857,80826.0,70,593,148.31799999999996,2,0,0.764,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_liq_Gasket_0_event3_tirf_RAW_Stack.tif,909,255,255,255,,,2,1001,220.657,220878.0,74,644,97.372,253.175,262.601,208,212.582,44217.0,59,433,98.571,1,0,232.041,219.812,208,236.154,49120.0,57,644,149.474,4,0,1.029,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_liq_Gasket_0_event4_tirf_RAW_Stack.tif,1031,255,255,255,,,2,1135,467.908,531076.0,133,1062,196.727,259.582,255.552,256,428.031,109576.0,93,888,210.816,1,0,226.325,296.373,256,479.77,122821.0,113,1062,264.147,5,0,0.947,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_liq_Gasket_0_event5_tirf_RAW_Stack.tif,1473,255,255,255,,,2,1610,237.117,381758.0,83,569,92.855,331.648,269.279,256,217.477,55674.0,64,569,118.219,2,0,399.396,307.642,256,241.727,61882.0,83,469,110.661,0,0,0.954,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_liq_Gasket_0_event6_tirf_RAW_Stack.tif,1015,255,255,255,,,2,1111,289.972,322159.0,110,722,115.815,355.4290000000001,296.895,225,282.031,63457.0,107,515,121.42,3,0,372.932,346.33,225,293.782,66101.0,92,722,162.648,1,0,0.988,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_liq_Gasket_0_event8_tirf_RAW_Stack.tif,1050,255,255,255,,,2,1143,208.094,237851.0,67,429,80.044,269.836,333.5440000000001,293,185.051,54220.0,75,312,68.735,0,0,316.2920000000001,348.05,293,191.676,56161.0,42,357,99.223,2,0,0.823,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_liq_Gasket_0_event9_tirf_RAW_Stack.tif,1331,255,255,255,,,2,1443,211.518,305221.0,70,482,79.93,397.009,316.394,293,192.867,56510.0,40,482,112.741,0,0,331.7940000000001,301.467,293,199.239,58377.0,78,332,72.711,1,0,0.883,mNG_pilT_fliC-,Liquid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_0_event1_tirf_RAW_Stack.tif,906,255,255,255,38.02649,50.86645,2,1017,402.83972,409688.0,161,975,128.40719,250.78549,162.39522,137,393.62774,53927.0,133,729,153.41831000000005,3,0,219.95691,105.74485,137,466.37226,63893.0,168,975,214.18721,6,0,1.09464,mNG_pilT_fliC-,Solid,1.0,,,
1,mNG_pilT_fliC-_sol_Gasket_0_event13_tirf_RAW_Stack.tif,1349,255,255,255,,,2,1484,189.127,280665.0,63,681,84.781,298.837,271.962,225,196.227,44151.0,56,397,94.69,0,0,359.206,227.096,225,223.027,50181.0,45,681,145.425,2,0,1.163,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
2,mNG_pilT_fliC-_sol_Gasket_0_event13_tirf_RAW_Stack.tif,888,255,255,255,,,2,973,134.784,131145.0,51,338,48.718,126.759,369.624,208,124.841,25967.0,35,253,57.658,1,0,137.41899999999998,418.337,208,144.192,29992.0,38,338,74.681,0,0,0.997,mNG_pilT_fliC-,Solid,2.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_0_event14_tirf_RAW_Stack.tif,1463,255,255,255,,,2,1588,284.986,452558.0,108,780,110.156,254.033,320.686,225,304.436,68498.0,65,688,162.80200000000005,4,0,170.998,319.891,225,308.1020000000001,69323.0,71,780,176.86700000000005,1,0,1.107,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_0_event16_tirf_RAW_Stack.tif,1359,255,255,255,,,2,1472,307.873,453189.0,103,1554,183.234,280.916,258.201,225,367.867,82770.0,58,1054,235.506,1,0,206.041,249.149,225,432.116,97226.0,88,1554,348.298,5,0,1.496,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_0_event18_tirf_RAW_Stack.tif,926,255,255,255,,,2,1019,184.786,188297.0,49,350,77.18,323.475,394.277,225,138.942,31262.0,28,266,75.42699999999998,3,0,297.295,353.872,225,174.049,39161.0,38,324,84.37799999999999,1,0,0.755,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_0_event2_tirf_RAW_Stack.tif,580,255,255,255,43.2069,29.18448,2,665,613.0165400000002,407656.0,224,1982,312.83312,232.66922,259.78991,112,486.71429000000006,54512.0,168,861,161.43425,6,0,271.24014,234.07408,112,1041.0,116592.0,244,1982,509.02615,3,0,1.42405,mNG_pilT_fliC-,Solid,1.0,,,
1,mNG_pilT_fliC-_sol_Gasket_0_event20_tirf_RAW_Stack.tif,1174,255,255,255,,,2,1290,397.454,512716.0,98,1812,221.749,378.909,275.522,225,333.369,75008.0,90,588,147.95600000000005,1,0,326.895,310.184,225,507.804,114256.0,69,1812,429.452,2,0,1.092,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_0_event21_tirf_RAW_Stack.tif,1278,255,255,255,,,2,1393,287.059,399873.0,94,864,130.003,260.23900000000003,326.12,225,297.036,66833.0,52,806,191.368,2,0,240.663,257.622,225,323.316,72746.0,72,864,196.172,1,0,1.124,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
2,mNG_pilT_fliC-_sol_Gasket_0_event21_tirf_RAW_Stack.tif,889,255,255,255,,,2,970,194.444,188611.0,66,372,70.179,197.477,288.615,208,179.65400000000002,37368.0,50,372,83.16799999999998,1,0,189.277,333.34,208,181.668,37787.0,44,329,78.635,0,0,0.882,mNG_pilT_fliC-,Solid,2.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_0_event22_tirf_RAW_Stack.tif,1348,255,255,255,,,2,1486,267.73400000000004,397853.0,78,1347,182.002,111.08,96.327,225,242.884,54649.0,75,571,119.933,6,0,158.546,151.99200000000005,225,497.956,112040.0,69,1347,340.125,4,0,1.66,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
2,mNG_pilT_fliC-_sol_Gasket_0_event22_tirf_RAW_Stack.tif,1470,255,255,255,,,2,1595,139.539,222565.0,51,379,51.542,151.415,344.157,225,153.244,34480.0,61,283,60.532,0,0,163.97299999999996,428.785,225,154.60399999999996,34786.0,40,379,83.546,1,0,1.15,mNG_pilT_fliC-,Solid,2.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_0_event23_tirf_RAW_Stack.tif,684,255,255,255,,,2,749,153.124,114690.0,50,420,64.176,237.213,107.697,97,139.763,13557.0,59,200,45.232,1,0,270.78700000000003,99.303,97,209.0,20273.0,64,420,107.743,0,0,1.197,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_0_event3_tirf_RAW_Stack.tif,834,255,255,255,51.978,23.02,2,922,374.182,344996.0,110,1709,305.132,271.001,208.016,177,225.395,39895.0,63,382,85.09299999999998,3,0,321.032,200.198,177,733.842,129890.0,107,1709,517.9590000000002,4,0,1.555,mNG_pilT_fliC-,Solid,1.0,,,
1,mNG_pilT_fliC-_sol_Gasket_0_event4_tirf_RAW_Stack.tif,1288,255,255,255,,,2,1409,261.648,368662.0,74,763,125.595,277.684,287.495,256,260.801,66765.0,54,691,159.086,4,0,310.791,344.2290000000001,256,305.297,78156.0,64,763,177.15099999999995,1,0,1.135,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_0_event8_tirf_RAW_Stack.tif,1062,255,255,255,,,2,1160,208.546,241913.0,47,627,94.212,177.737,370.265,225,188.471,42406.0,35,402,101.911,0,0,160.142,318.118,225,254.658,57298.0,66,627,134.828,2,0,1.106,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
2,mNG_pilT_fliC-_sol_Gasket_0_event8_tirf_RAW_Stack.tif,989,255,255,255,,,2,1088,197.861,215273.0,54,424,86.08,383.164,125.485,256,164.84799999999996,42201.0,52,314,80.20100000000002,1,0,352.2340000000001,163.02100000000004,256,196.918,50411.0,40,424,114.84,3,0,0.8490000000000001,mNG_pilT_fliC-,Solid,2.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_1_event1_tirf_RAW_Stack.tif,1164,255,255,255,24.23196,71.09794000000002,2,1286,279.87792,359923.0,122,906,100.96938,224.89246,194.43844,137,277.48905,38016.0,76,608,144.97064,1,0,236.23312,282.5454,137,409.70073,56129.0,101,906,199.6633,5,0,1.3083,mNG_pilT_fliC-,Solid,1.0,,,
2,mNG_pilT_fliC-_sol_Gasket_1_event1_tirf_RAW_Stack.tif,1397,255,255,255,61.35326,31.422690000000006,2,1519,187.51745,284839.0,84,387,53.72344,278.39161,61.9745,256,194.23047,49723.0,88,315,54.88989,2,0,346.75626,80.47839,256,210.79297000000003,53963.0,84,387,76.15845,3,0,1.12573,mNG_pilT_fliC-,Solid,2.0,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event10_tirf_RAW_Stack.tif,961,255,255,255,,,2,1081,429.331,464107.0,146,1429,177.979,191.987,300.772,137,442.226,60585.0,134,955,203.785,0,0,169.483,376.069,137,606.409,83078.0,139,1429,358.371,2,0,1.32,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_1_event11_tirf_RAW_Stack.tif,821,255,255,255,,,2,931,515.759,480172.0,140,1601,215.352,395.197,309.203,137,605.409,82941.0,80,1601,399.271,2,0,435.80300000000005,262.797,137,618.029,84670.0,147,1280,282.893,2,0,1.286,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_1_event12_tirf_RAW_Stack.tif,456,255,255,255,,,2,527,311.3640000000001,164089.0,105,1109,181.687,335.099,117.921,97,220.124,21352.0,117,302,47.428,0,0,318.606,152.41299999999995,97,557.134,54042.0,126,1109,287.524,4,0,1.459,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_1_event13_tirf_RAW_Stack.tif,756,255,255,255,,,2,844,381.15,321691.0,128,648,108.8,315.518,281.085,156,345.91,53962.0,100,561,136.511,2,0,333.036,329.714,156,370.949,57868.0,103,648,139.967,1,0,0.909,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_1_event14_tirf_RAW_Stack.tif,1067,255,255,255,,,2,1202,472.515,567963.0,142,1811,215.432,219.453,361.637,112,595.7769999999998,66727.0,196,1302,283.142,2,0,294.844,323.955,112,759.179,85028.0,150,1811,443.897,3,0,1.592,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_1_event15_tirf_RAW_Stack.tif,896,255,255,255,,,2,999,313.339,313026.0,105,582,87.785,302.336,336.34,177,269.13,47636.0,58,582,137.957,1,0,281.213,277.823,177,313.904,55561.0,97,564,118.391,3,0,0.8959999999999999,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_1_event19_tirf_RAW_Stack.tif,593,255,255,255,,,2,668,367.978,245809.0,144,1113,146.259,275.361,235.654,112,340.821,38172.0,132,603,124.086,0,0,286.443,278.396,112,518.134,58031.0,144,1113,257.635,0,0,1.275,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_1_event2_tirf_RAW_Stack.tif,1091,255,255,255,23.19844,69.53575,2,1202,256.77205,308640.0,109,793,91.32739,383.04621,172.20754,137,269.11679,36869.0,106,491,92.24632,2,0,386.46259,251.72193,137,337.08029,46180.0,79,793,194.5604,3,0,1.24684,mNG_pilT_fliC-,Solid,1.0,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event21_tirf_RAW_Stack.tif,831,255,255,255,,,2,933,349.3180000000001,325914.0,114,1011,127.137,251.618,265.374,112,322.134,36079.0,99,494,113.661,2,0,268.598,201.683,112,465.429,52128.0,116,1011,236.83,7,0,1.175,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_1_event3_tirf_RAW_Stack.tif,958,255,255,255,52.64718000000001,35.70772,2,1069,272.12067,290897.0,107,475,77.25834,260.36018,331.35071,156,255.96154,39930.0,57,471,127.01287,4,0,204.14597,300.71146,156,288.73077,45042.0,112,475,101.88991,0,0,1.00117,mNG_pilT_fliC-,Solid,1.0,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event4_tirf_RAW_Stack.tif,1131,255,255,255,62.014,32.059,2,1254,281.918,353525.0,111,910,101.019,240.209,196.83,137,284.723,39007.0,135,489,91.254,0,0,320.678,217.611,137,381.482,52263.0,82,910,226.764,2,0,1.245,mNG_pilT_fliC-,Solid,1.0,,,
1,mNG_pilT_fliC-_sol_Gasket_1_event6_tirf_RAW_Stack.tif,552,255,255,255,,,2,621,435.783,270621.0,179,1046,153.481,274.04400000000004,282.858,137,345.81,47376.0,134,476,94.577,1,0,285.966,317.138,137,538.0509999999998,73713.0,137,1046,248.153,4,0,1.026,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_1_event7_tirf_RAW_Stack.tif,656,255,255,255,,,2,733,447.11300000000006,327734.0,182,1289,181.801,392.911,351.028,137,422.628,57900.0,126,811,182.311,6,0,400.089,303.972,137,574.307,78680.0,139,1289,338.324,6,0,1.197,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_1_event8_tirf_RAW_Stack.tif,938,255,255,255,,,2,1056,300.439,317264.0,107,863,101.777,184.588,267.059,137,278.285,38125.0,68,557,134.065,3,0,247.48,233.067,137,355.54,48709.0,88,863,179.613,5,0,1.075,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
2,mNG_pilT_fliC-_sol_Gasket_1_event8_tirf_RAW_Stack.tif,1018,255,255,255,,,2,1146,254.11900000000003,291220.0,101,865,96.672,446.085,389.681,156,219.308,34212.0,73,429,89.868,3,0,403.474,326.617,156,360.474,56234.0,86,865,198.254,1,0,1.204,mNG_pilT_fliC-,Solid,2.0,0.0,255.0,1.0
1,mNG_pilT_fliC-_sol_Gasket_1_event9_tirf_RAW_Stack.tif,612,255,255,255,,,2,694,360.1790000000001,249964.0,104,910,124.458,261.733,229.013,137,358.5180000000001,49117.0,105,660,126.264,1,0,286.505,263.818,137,376.847,51628.0,72,910,206.855,4,0,1.035,mNG_pilT_fliC-,Solid,1.0,0.0,255.0,1.0
